            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,
"Regional population, 2019-20",,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 30 March 2021,,,,,,,,,,,,,,,,,,,,,,
"Table 2. Estimated resident population, Statistical Areas Level 2, Victoria",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ERP at 30 June,,,ERP change,,,Components of population change 2019-20,,,,,,
,,,,,,,,,,2019,2020,,2019-2020,,,Natural increase,Net internal migration,Net overseas migration,,Area,Population density 2020,
S/T code,S/T name,GCCSA code,GCCSA name,SA4 code,SA4 name,SA3 code,SA3 name,SA2 code,SA2 name,no.,no.,,no.,%,,no.,no.,no.,,km2,persons/km2,
,,,,,,,,,,,,,,,,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041317,Springvale,23927,23882,,-45,-0.2,,156,-848,647,,11.1,2150.5,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041318,Springvale South,13412,13399,,-13,-0.1,,87,-323,223,,4.6,2938.4,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041459,Noble Park - East,13626,13659,,33,0.2,,92,-409,350,,3.8,3625.9,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041460,Noble Park - West,20185,20153,,-32,-0.2,,107,-549,410,,4.8,4203.4,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051319,Ashwood - Chadstone,20609,20810,,201,1.0,,96,-222,327,,6.7,3101.9,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051320,Clayton,27569,28460,,891,3.2,,17,-629,1503,,9.4,3024.1,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051321,Glen Waverley - East,22477,22389,,-88,-0.4,,-17,-490,419,,9.2,2443.0,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051322,Glen Waverley - West,20969,21106,,137,0.7,,-18,-371,526,,7.7,2749.7,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051323,Mount Waverley - North,16456,16642,,186,1.1,,52,-151,285,,6.5,2566.6,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051324,Mount Waverley - South,20243,20286,,43,0.2,,29,-303,317,,8.7,2331.6,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051325,Mulgrave,21038,21189,,151,0.7,,68,-182,265,,10.7,1976.8,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051326,Oakleigh - Huntingdale,24078,24411,,333,1.4,,83,-233,483,,10.2,2400.2,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051327,Wheelers Hill,21037,21072,,35,0.2,,-92,-89,216,,10.4,2018.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011328,Ardeer - Albion,8533,8558,,25,0.3,,76,-217,166,,4.6,1865.2,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011329,Cairnlea,10645,10778,,133,1.2,,60,4,69,,4.4,2446.2,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011330,Deer Park - Derrimut,28930,28792,,-138,-0.5,,338,-815,339,,21.3,1349.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011331,Delahey,8817,8747,,-70,-0.8,,54,-186,62,,3.5,2495.2,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011332,Keilor Downs,13834,13669,,-165,-1.2,,50,-291,76,,7.7,1784.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011333,Kings Park (Vic.),14695,14550,,-145,-1.0,,124,-399,130,,4.4,3282.7,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011334,St Albans - North,21803,21624,,-179,-0.8,,170,-707,358,,6.5,3315.3,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011335,St Albans - South,18559,18403,,-156,-0.8,,73,-534,305,,6.3,2937.6,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011336,Sunshine,10645,10563,,-82,-0.8,,73,-382,227,,4.7,2232.2,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011337,Sunshine North,12535,12525,,-10,-0.1,,82,-230,138,,8.0,1561.0,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011338,Sunshine West,20270,20207,,-63,-0.3,,152,-418,203,,13.0,1558.1,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011339,Sydenham,12801,12634,,-167,-1.3,,43,-400,190,,3.9,3200.2,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011340,Taylors Lakes,18325,18096,,-229,-1.2,,89,-397,79,,18.5,980.1,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021341,Altona,14004,14163,,159,1.1,,64,-2,97,,17.7,800.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021342,Altona Meadows,20456,20351,,-105,-0.5,,112,-381,164,,10.5,1930.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021343,Altona North,15425,15594,,169,1.1,,109,-39,99,,16.2,963.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021344,Newport,19567,19811,,244,1.2,,229,-123,138,,8.8,2240.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021345,Seabrook,5544,5399,,-145,-2.6,,44,-239,50,,1.6,3332.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021346,Williamstown,17271,17388,,117,0.7,,26,-45,136,,7.3,2366.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031347,Braybrook,20523,20914,,391,1.9,,180,-164,375,,7.5,2794.4,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031348,Footscray,19155,19579,,424,2.2,,73,-120,471,,5.0,3941.8,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031349,Maribyrnong,14121,14450,,329,2.3,,136,-56,249,,5.5,2630.4,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031350,Seddon - Kingsville,10124,10147,,23,0.2,,120,-188,91,,1.7,6038.8,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031351,West Footscray - Tottenham,12934,13072,,138,1.1,,154,-241,225,,6.0,2185.7,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031352,Yarraville,16625,16820,,195,1.2,,140,-65,120,,5.6,2993.0,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041353,Bacchus Marsh,22966,23756,,790,3.4,,138,606,46,,196.3,121.0,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041355,Hillside,25229,25887,,658,2.6,,328,200,130,,66.5,389.0,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041356,Melton,20599,20705,,106,0.5,,173,-173,106,,130.7,158.4,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041357,Melton South,30696,33483,,2787,9.1,,515,2108,164,,111.0,301.8,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041358,Melton West,20897,21329,,432,2.1,,309,53,70,,24.2,881.3,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041359,Rockbank - Mount Cottrell,8816,11379,,2563,29.1,,229,2324,10,,125.8,90.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041360,Taylors Hill,21225,21326,,101,0.5,,205,-267,163,,6.0,3573.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041461,Burnside,5396,5544,,148,2.7,,26,75,47,,2.6,2172.4,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041462,Burnside Heights,6787,6700,,-87,-1.3,,92,-239,60,,2.0,3357.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041463,Caroline Springs,21855,21979,,124,0.6,,210,-314,228,,7.0,3161.3,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051361,Hoppers Crossing - North,20284,20102,,-182,-0.9,,163,-513,168,,10.9,1841.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051362,Hoppers Crossing - South,20670,20517,,-153,-0.7,,180,-618,285,,7.0,2926.2,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051363,Laverton,11586,12005,,419,3.6,,199,-65,285,,22.2,539.7,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051365,Tarneit,46735,49896,,3161,6.8,,1032,1379,750,,62.1,802.9,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051366,Truganina,33167,35816,,2649,8.0,,843,1170,636,,27.2,1318.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051368,Werribee - South,14162,15215,,1053,7.4,,86,848,119,,114.0,133.4,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051369,Wyndham Vale,29227,31044,,1817,6.2,,475,1062,280,,128.2,242.1,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051464,Point Cook - East,17895,19025,,1130,6.3,,310,600,220,,19.0,999.4,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051465,Point Cook - North,25552,25583,,31,0.1,,259,-583,355,,8.5,3013.1,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051466,Point Cook - South,19483,20074,,591,3.0,,299,-54,346,,9.4,2130.5,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051467,Werribee - East,21069,20895,,-174,-0.8,,169,-602,259,,7.8,2693.7,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051468,Werribee - West,16275,18605,,2330,14.3,,317,1926,87,,127.7,145.7,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011370,Carrum Downs,22265,22505,,240,1.1,,208,-61,93,,20.3,1108.2,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011371,Frankston,24104,24250,,146,0.6,,115,-109,140,,11.6,2086.1,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011372,Frankston North,19937,19894,,-43,-0.2,,104,-220,73,,13.2,1502.8,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011373,Frankston South,19303,19245,,-58,-0.3,,-7,-136,85,,14.6,1321.8,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011374,Langwarrin,25295,25540,,245,1.0,,193,5,47,,37.6,678.9,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011375,Seaford (Vic.),17491,17689,,198,1.1,,136,-6,68,,12.4,1422.8,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011376,Skye - Sandhurst,14250,14215,,-35,-0.2,,131,-234,68,,19.8,717.4,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021377,Dromana,12565,12899,,334,2.7,,-8,302,40,,45.1,286.3,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021378,Flinders,5644,5674,,30,0.5,,-29,35,24,,287.4,19.7,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021379,Hastings - Somers,23654,23710,,56,0.2,,66,-57,47,,108.9,217.8,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021380,Mornington,26206,26292,,86,0.3,,-64,60,90,,21.1,1246.5,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021381,Mount Eliza,19139,19235,,96,0.5,,2,-10,104,,23.2,828.8,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021382,Mount Martha,20021,20108,,87,0.4,,-21,41,67,,30.2,665.6,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021383,Point Nepean,18709,19027,,318,1.7,,3,266,49,,67.2,283.2,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021384,Rosebud - McCrae,22278,22475,,197,0.9,,-157,300,54,,23.8,944.5,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021385,Somerville,19403,19442,,39,0.2,,111,-107,35,,117.4,165.7,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011386,Ararat,8447,8534,,87,1.0,,-2,54,35,,161.2,52.9,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011387,Ararat Region,3245,3290,,45,1.4,,8,25,12,,4023.2,0.8,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011388,Horsham,16589,16736,,147,0.9,,66,41,40,,83.1,201.5,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011389,Horsham Region,3394,3344,,-50,-1.5,,-13,-39,2,,4251.5,0.8,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011390,Nhill Region,6720,6711,,-9,-0.1,,-26,6,11,,11042.8,0.6,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011391,St Arnaud,3283,3299,,16,0.5,,5,3,8,,3008.6,1.1,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011392,Stawell,8107,8093,,-14,-0.2,,-6,-32,24,,2743.4,2.9,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011393,West Wimmera,2712,2692,,-20,-0.7,,14,-36,2,,5685.9,0.5,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011394,Yarriambiack,6578,6536,,-42,-0.6,,-45,-8,11,,7139.6,0.9,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021395,Irymple,7194,7345,,151,2.1,,32,105,14,,88.3,83.2,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021396,Merbein,4876,4854,,-22,-0.5,,-13,-19,10,,101.8,47.7,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021398,Mildura Region,3775,3828,,53,1.4,,1,21,31,,21569.5,0.2,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021399,Red Cliffs,5990,5991,,1,0.0,,25,-38,14,,246.7,24.3,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021469,Mildura - North,18710,18690,,-20,-0.1,,74,-282,188,,25.1,744.1,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021470,Mildura - South,15234,15229,,-5,0.0,,80,-166,81,,51.0,298.6,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031400,Buloke,6126,6104,,-22,-0.4,,-10,-24,12,,8068.7,0.8,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031401,Gannawarra,6594,6576,,-18,-0.3,,-29,9,2,,3568.2,1.8,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031402,Kerang,3867,3815,,-52,-1.3,,-24,-30,2,,146.6,26.0,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031403,Robinvale,3330,3302,,-28,-0.8,,46,-133,59,,181.7,18.2,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031404,Swan Hill,11088,11054,,-34,-0.3,,65,-131,32,,126.6,87.3,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031405,Swan Hill Region,6237,6184,,-53,-0.8,,14,-86,19,,5759.2,1.1,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011406,Echuca,14974,15019,,45,0.3,,-25,43,27,,183.8,81.7,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011407,Kyabram,11063,11097,,34,0.3,,3,9,22,,738.9,15.0,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011408,Lockington - Gunbower,3855,3874,,19,0.5,,35,-18,2,,1646.4,2.4,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011409,Rochester,3886,3833,,-53,-1.4,,-15,-40,2,,351.6,10.9,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011410,Rushworth,4043,4057,,14,0.3,,-24,36,2,,1633.9,2.5,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021411,Cobram,6395,6426,,31,0.5,,-7,2,36,,131.5,48.9,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021412,Moira,2676,2727,,51,1.9,,12,30,9,,1498.8,1.8,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021413,Numurkah,12398,12361,,-37,-0.3,,34,-95,24,,2321.0,5.3,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021414,Yarrawonga,8451,8504,,53,0.6,,-33,74,12,,95.0,89.5,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031415,Mooroopna,8143,8137,,-6,-0.1,,59,-100,35,,40.0,203.6,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031416,Shepparton - North,19539,19563,,24,0.1,,73,-199,150,,65.7,298.0,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031417,Shepparton - South,24423,24829,,406,1.7,,171,72,163,,143.3,173.3,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031418,Shepparton Region - East,3857,3880,,23,0.6,,22,-10,11,,1055.6,3.7,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031419,Shepparton Region - West,10429,10550,,121,1.2,,32,53,36,,1028.7,10.3,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011420,Glenelg (Vic.),8714,8682,,-32,-0.4,,0,-43,11,,6121.2,1.4,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011421,Hamilton (Vic.),10123,10179,,56,0.6,,-16,44,28,,198.3,51.3,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011422,Portland,10927,10908,,-19,-0.2,,-14,-19,14,,64.0,170.5,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011423,Southern Grampians,6048,6022,,-26,-0.4,,-11,-28,13,,6562.6,0.9,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031471,Camperdown,3504,3451,,-53,-1.5,,-16,-41,4,,98.1,35.2,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031472,Colac,12571,12584,,13,0.1,,-20,7,26,,54.7,229.9,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031473,Colac Region,5364,5408,,44,0.8,,36,-2,10,,1934.3,2.8,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031474,Corangamite - North,5339,5357,,18,0.3,,-27,35,10,,2538.3,2.1,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031475,Corangamite - South,7103,7045,,-58,-0.8,,18,-92,16,,1805.2,3.9,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031476,Otway,3607,3653,,46,1.3,,-1,21,26,,1505.9,2.4,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041477,Moyne - East,6685,6739,,54,0.8,,30,10,14,,3275.8,2.1,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041478,Moyne - West,9840,9860,,20,0.2,,13,-26,33,,2037.8,4.8,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041479,Warrnambool - North,22229,22493,,264,1.2,,74,77,113,,62.4,360.3,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041480,Warrnambool - South,13293,13394,,101,0.8,,2,-6,105,,120.2,111.4,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,TOTAL VICTORIA,6596880,6696670,,99790,1.5,,36212,2243,61335,,227495.6,29.4,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Source: Regional population, 2019-20",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
ý Commonwealth of Australia 2021,,,,,,,,,,,,,,,,,,,,,,
