OBJECTID,POA_CODE_2016,POA_NAME_2016,ActiveCases,Population,IRSD_Score,IRSD_Decile_VIC,IRSD_Perc_VIC,data_date,SHAPE_Length,SHAPE_Area
267,3319,3319,0,344,959,3,29,2021/01/30 00:00:00+00,1.32121222930263,0.0585171706778961
268,3321,3321,0,1518,1053,8,80,2021/01/30 00:00:00+00,1.05795644339963,0.0336539184392397
269,3322,3322,0,175,967,4,34,2021/01/30 00:00:00+00,0.722320733789579,0.011769678118261
270,3323,3323,0,92,1022,7,67,2021/01/30 00:00:00+00,0.804336952881479,0.0231793334262376
271,3324,3324,0,529,918,2,11,2021/01/30 00:00:00+00,1.03550878612333,0.0400099769141963
272,3325,3325,0,479,942,2,20,2021/01/30 00:00:00+00,1.44798024815935,0.0506560842804119
273,3328,3328,0,1721,1012,7,62,2021/01/30 00:00:00+00,0.418825811324407,0.00623390574938108
274,3329,3329,0,285,1007,6,59,2021/01/30 00:00:00+00,1.13748438954673,0.030383853085551
275,3330,3330,0,217,944,3,21,2021/01/30 00:00:00+00,0.845508248477966,0.0191374046158011
276,3331,3331,0,5997,1021,7,66,2021/01/30 00:00:00+00,1.3225661402667,0.0270725135704158
277,3332,3332,0,1014,982,5,42,2021/01/30 00:00:00+00,0.592441553602033,0.00905388923762393
278,3333,3333,0,825,958,3,29,2021/01/30 00:00:00+00,1.00701359174617,0.0247528263110333
279,3334,3334,0,565,953,3,25,2021/01/30 00:00:00+00,1.22290610918799,0.0263341921886252
280,3335,3335,0,5856,1011,7,61,2021/01/30 00:00:00+00,0.541321757830003,0.0102977979824303
281,3337,3337,0,36454,928,2,14,2021/01/30 00:00:00+00,0.64129205439958,0.01581136364254
282,3338,3338,0,23412,936,2,17,2021/01/30 00:00:00+00,0.603759625412849,0.0115581938607696
283,3340,3340,0,21121,985,5,44,2021/01/30 00:00:00+00,1.81941492240495,0.0613642661336598
284,3341,3341,0,1663,1014,7,63,2021/01/30 00:00:00+00,1.07520896249338,0.0159600406870175
285,3342,3342,0,3441,981,5,41,2021/01/30 00:00:00+00,1.87382772439358,0.0456078794916029
286,3345,3345,0,1151,1008,6,59,2021/01/30 00:00:00+00,0.392089638295648,0.00470177146726333
287,3350,3350,0,59145,992,5,48,2021/01/30 00:00:00+00,0.685985985018669,0.008849558076729
288,3351,3351,0,8168,981,5,41,2021/01/30 00:00:00+00,4.64760786164878,0.155100779497475
289,3352,3352,0,15996,1009,6,60,2021/01/30 00:00:00+00,6.47450860731452,0.19615379461358
290,3355,3355,0,13014,879,1,3,2021/01/30 00:00:00+00,0.312469217183236,0.00309056233499883
291,3356,3356,0,16321,886,1,4,2021/01/30 00:00:00+00,0.240593287628413,0.00164946944330194
292,3357,3357,0,3714,1050,8,78,2021/01/30 00:00:00+00,0.328081478546808,0.00259620040630886
293,3360,3360,0,765,918,2,11,2021/01/30 00:00:00+00,1.27319584416049,0.0293625696112579
294,3361,3361,0,680,937,2,18,2021/01/30 00:00:00+00,1.27352281245037,0.04737714066298
295,3363,3363,0,3479,953,3,25,2021/01/30 00:00:00+00,1.48545945162004,0.0164612904829884
296,3364,3364,0,2149,1016,7,64,2021/01/30 00:00:00+00,2.67470420674523,0.0594672852105334
297,3370,3370,0,1783,917,2,11,2021/01/30 00:00:00+00,0.877274461444967,0.0276869728018267
298,3371,3371,0,992,883,1,3,2021/01/30 00:00:00+00,0.963220980388462,0.0316269489113989
299,3373,3373,0,2292,930,2,16,2021/01/30 00:00:00+00,2.08060175556465,0.0904800583757199
300,3374,3374,0,400,994,5,49,2021/01/30 00:00:00+00,0.761852058501661,0.0157149588181447
301,3375,3375,0,208,1010,6,60,2021/01/30 00:00:00+00,1.13400731991053,0.0373657418192433
302,3377,3377,0,9416,915,1,10,2021/01/30 00:00:00+00,3.01241719535565,0.134577985166565
303,3378,3378,0,146,1057,8,80,2021/01/30 00:00:00+00,0.981880042837169,0.0314332646839106
304,3379,3379,0,803,973,4,36,2021/01/30 00:00:00+00,2.86307962657985,0.141389446559726
305,3380,3380,0,6032,894,1,5,2021/01/30 00:00:00+00,0.749028329762615,0.00943597533174962
306,3381,3381,0,1212,1003,6,55,2021/01/30 00:00:00+00,1.93619024719388,0.079511967848749
307,3384,3384,0,547,958,3,29,2021/01/30 00:00:00+00,1.89243401198269,0.0633141116777004
308,3385,3385,0,517,984,5,43,2021/01/30 00:00:00+00,1.80348495017905,0.084526020791479
309,3387,3387,0,312,1005,6,57,2021/01/30 00:00:00+00,1.76995567984763,0.0891731871931239
310,3388,3388,0,561,963,3,30,2021/01/30 00:00:00+00,1.14594286012949,0.0498306394146564
311,3390,3390,0,910,928,2,15,2021/01/30 00:00:00+00,1.22819575011236,0.0443004683289957
312,3391,3391,0,171,993,5,49,2021/01/30 00:00:00+00,0.940543716852027,0.0343996565163086
313,3392,3392,0,580,923,2,14,2021/01/30 00:00:00+00,1.27919780142841,0.0612589377452394
314,3393,3393,0,2685,911,1,9,2021/01/30 00:00:00+00,2.52840266867243,0.139782199833938
315,3395,3395,0,364,953,3,25,2021/01/30 00:00:00+00,1.55196656022252,0.0832268739940523
316,3396,3396,0,739,938,2,18,2021/01/30 00:00:00+00,1.51414512775675,0.0911176617320644
317,3400,3400,0,14543,938,2,18,2021/01/30 00:00:00+00,0.197289745211891,0.00240686988672461
318,3401,3401,0,4421,1025,7,69,2021/01/30 00:00:00+00,6.62101708520038,0.465717003846557
319,3407,3407,0,420,1020,7,66,2021/01/30 00:00:00+00,1.77705685749389,0.0590662524913634
320,3409,3409,0,932,987,5,46,2021/01/30 00:00:00+00,2.50406795831735,0.160514389759602
321,3412,3412,0,299,915,1,10,2021/01/30 00:00:00+00,0.928929382254372,0.0325880898874216
322,3413,3413,0,215,1050,8,78,2021/01/30 00:00:00+00,2.15604925885955,0.0985673135953947
323,3414,3414,0,1826,916,1,10,2021/01/30 00:00:00+00,1.55951542825463,0.0696526815736483
324,3415,3415,0,40,1032,8,72,2021/01/30 00:00:00+00,0.353824854302124,0.0047671155629713
325,3418,3418,0,2772,954,3,26,2021/01/30 00:00:00+00,3.3936636145786,0.296325833936286
326,3419,3419,0,803,975,4,38,2021/01/30 00:00:00+00,1.8177987829393,0.103188068461587
327,3420,3420,0,279,1021,7,67,2021/01/30 00:00:00+00,2.47304980684896,0.167777279730445
328,3423,3423,0,477,849,1,2,2021/01/30 00:00:00+00,1.77290709652481,0.0716670533024569
329,3424,3424,0,769,953,3,25,2021/01/30 00:00:00+00,2.1287966567654,0.136002265551454
330,3427,3427,0,2763,984,5,42,2021/01/30 00:00:00+00,0.495680925706813,0.00691633865657649
331,3428,3428,0,675,1017,7,64,2021/01/30 00:00:00+00,0.444936109913776,0.00344003436991874
332,3429,3429,0,36297,1004,6,56,2021/01/30 00:00:00+00,0.841705744049611,0.0177026178932275
333,3430,3430,0,320,1017,7,65,2021/01/30 00:00:00+00,0.620195682300814,0.00884999737566021
334,3431,3431,0,3947,1060,9,82,2021/01/30 00:00:00+00,0.586699256984563,0.00739005135127604
335,3432,3432,0,197,1013,7,62,2021/01/30 00:00:00+00,0.260572968988024,0.00281835816113656
336,3433,3433,0,218,1057,8,80,2021/01/30 00:00:00+00,0.32329153769451,0.00262119967879594
337,3434,3434,0,5069,1018,7,65,2021/01/30 00:00:00+00,0.867845723961161,0.0169956823835649
338,3435,3435,0,2879,1011,7,62,2021/01/30 00:00:00+00,1.12389659179264,0.0267426384602759
339,3437,3437,0,10439,1072,9,86,2021/01/30 00:00:00+00,0.797167372602017,0.0188297812704253
340,3438,3438,0,2387,1078,9,87,2021/01/30 00:00:00+00,0.262986540088137,0.00266993024729198
341,3440,3440,0,2040,1098,10,92,2021/01/30 00:00:00+00,0.35334287697203,0.00396808346264681
342,3441,3441,0,1335,1127,10,98,2021/01/30 00:00:00+00,0.310464799895113,0.00346189256869597
343,3442,3442,0,7463,1062,9,82,2021/01/30 00:00:00+00,1.22516285742659,0.028031707333666
344,3444,3444,0,9198,998,6,52,2021/01/30 00:00:00+00,2.31160305237956,0.0950090395144933
345,3446,3446,0,1025,997,6,51,2021/01/30 00:00:00+00,0.659413837736086,0.00883833800468874
346,3447,3447,0,448,997,6,52,2021/01/30 00:00:00+00,0.373972299634141,0.00486494447221129
347,3448,3448,0,876,1005,6,57,2021/01/30 00:00:00+00,0.949820145033735,0.0223176059556873
348,3450,3450,0,6834,972,4,36,2021/01/30 00:00:00+00,0.247606401469614,0.00231797286376601
349,3451,3451,0,5656,981,5,41,2021/01/30 00:00:00+00,1.48948839508355,0.0316163392243288
350,3453,3453,0,1723,1019,7,65,2021/01/30 00:00:00+00,0.756320065826795,0.0173639164252711
351,3458,3458,0,1945,1023,7,68,2021/01/30 00:00:00+00,1.61686090176867,0.0358424412866685
352,3460,3460,0,2567,968,4,34,2021/01/30 00:00:00+00,0.600187888266677,0.00457969816808563
353,3461,3461,0,4149,997,6,51,2021/01/30 00:00:00+00,2.33504567607499,0.0559679917081465
354,3462,3462,0,1173,959,3,29,2021/01/30 00:00:00+00,0.765222530056179,0.0141508477419569
355,3463,3463,0,2451,975,4,38,2021/01/30 00:00:00+00,1.68952626688719,0.0536730220396289
356,3464,3464,0,1115,926,2,14,2021/01/30 00:00:00+00,0.619517201295606,0.0117776090919423
357,3465,3465,0,9776,869,1,3,2021/01/30 00:00:00+00,2.42526701874404,0.0891732821754875
358,3467,3467,0,1193,893,1,5,2021/01/30 00:00:00+00,0.668232453274231,0.0104193701554079
359,3468,3468,0,286,921,2,12,2021/01/30 00:00:00+00,0.912223826753492,0.0225821464038819
360,3469,3469,0,280,963,4,31,2021/01/30 00:00:00+00,1.08087424098845,0.0232089180941219
361,3472,3472,0,1480,851,1,2,2021/01/30 00:00:00+00,1.63113113913215,0.0466291851390254
362,3475,3475,0,345,892,1,5,2021/01/30 00:00:00+00,1.66959009099135,0.0513346204596037
363,3477,3477,0,829,979,4,40,2021/01/30 00:00:00+00,3.87391756119055,0.205467993125052
364,3478,3478,0,2456,899,1,6,2021/01/30 00:00:00+00,2.38297920774346,0.0493723366137829
365,3480,3480,0,1856,947,3,22,2021/01/30 00:00:00+00,2.83296686971507,0.144434167351549
366,3482,3482,0,164,1007,6,59,2021/01/30 00:00:00+00,1.27166713633815,0.0518345674307448
367,3483,3483,0,889,977,4,39,2021/01/30 00:00:00+00,2.01641521457158,0.117571513707548
368,3485,3485,0,302,944,3,21,2021/01/30 00:00:00+00,1.28710339548972,0.062480949336802
369,3487,3487,0,93,964,4,31,2021/01/30 00:00:00+00,0.808031024554824,0.0315735936066553
370,3488,3488,0,115,966,4,33,2021/01/30 00:00:00+00,0.971466190654885,0.0305336538441343
371,3489,3489,0,57,980,4,40,2021/01/30 00:00:00+00,1.20588623362871,0.0449006419293079
372,3490,3490,0,1293,938,2,18,2021/01/30 00:00:00+00,12.2554335637834,1.52697509008742
373,3491,3491,0,133,983,5,42,2021/01/30 00:00:00+00,1.88815643835291,0.113517240544208
374,3494,3494,0,663,909,1,8,2021/01/30 00:00:00+00,1.99755129639528,0.091384021042884
375,3496,3496,0,6224,911,1,9,2021/01/30 00:00:00+00,5.03454784050512,0.331315402120478
376,3498,3498,0,5325,974,4,37,2021/01/30 00:00:00+00,0.450578825388117,0.00631312369693273
377,3500,3500,0,32738,906,1,8,2021/01/30 00:00:00+00,0.535124862059893,0.00763276670648704
378,3501,3501,0,1941,1015,7,64,2021/01/30 00:00:00+00,2.87454795886294,0.10058510762941
379,3505,3505,0,4832,926,2,14,2021/01/30 00:00:00+00,1.4949542238798,0.0525826378227487
380,3506,3506,0,36,1049,8,78,2021/01/30 00:00:00+00,1.08427439557324,0.0428921091818621
381,3507,3507,0,158,1016,7,64,2021/01/30 00:00:00+00,0.998957520288759,0.0457416085309658
382,3509,3509,0,233,1006,6,58,2021/01/30 00:00:00+00,1.42290884056129,0.0613378904100358
383,3512,3512,0,371,984,5,43,2021/01/30 00:00:00+00,1.90967562937897,0.12766287038388
384,3515,3515,0,1944,997,6,52,2021/01/30 00:00:00+00,0.90416104159431,0.022868535959671
385,3516,3516,0,694,971,4,35,2021/01/30 00:00:00+00,1.13806086039625,0.0343188008335067
386,3517,3517,0,1421,908,1,8,2021/01/30 00:00:00+00,2.37050056472157,0.100445815477428
387,3518,3518,0,1306,885,1,3,2021/01/30 00:00:00+00,3.48266609651524,0.113576135695093
388,3520,3520,0,180,833,1,1,2021/01/30 00:00:00+00,0.642191808075669,0.0100450814493677
389,3521,3521,0,660,965,4,33,2021/01/30 00:00:00+00,0.612397034885003,0.0117393224995684
390,3522,3522,0,339,993,5,48,2021/01/30 00:00:00+00,0.946989581118473,0.0196137689333636
391,3523,3523,0,3620,905,1,7,2021/01/30 00:00:00+00,1.63682820917857,0.0687528542707472
392,3525,3525,0,1301,937,2,18,2021/01/30 00:00:00+00,2.81239194469319,0.106865808673191
393,3527,3527,0,785,922,2,13,2021/01/30 00:00:00+00,2.70877419702305,0.11872731561275
394,3529,3529,0,121,1006,6,57,2021/01/30 00:00:00+00,0.855456054791729,0.0291059038576047
395,3530,3530,0,126,1006,6,57,2021/01/30 00:00:00+00,1.28493198404791,0.0483609095065325
396,3531,3531,0,191,1004,6,56,2021/01/30 00:00:00+00,0.856581954146365,0.033001872276391
397,3533,3533,0,778,918,2,11,2021/01/30 00:00:00+00,1.81998077915165,0.135055888081787
398,3537,3537,0,1043,960,3,30,2021/01/30 00:00:00+00,1.89099110285587,0.0781712712655266
399,3540,3540,0,291,912,1,9,2021/01/30 00:00:00+00,1.16665122452004,0.0520192243731007
400,3542,3542,0,157,1004,6,56,2021/01/30 00:00:00+00,1.20598313098706,0.0392145340824063
401,3544,3544,0,250,972,4,36,2021/01/30 00:00:00+00,1.57601156222347,0.0997415072381205
402,3546,3546,0,402,976,4,38,2021/01/30 00:00:00+00,1.54386841572486,0.122160777826608
403,3549,3549,0,3522,893,1,5,2021/01/30 00:00:00+00,2.24425245399669,0.0965717555870425
404,3550,3550,0,40339,956,3,27,2021/01/30 00:00:00+00,0.498128934562057,0.00531220091980139
405,3551,3551,0,29565,1028,8,71,2021/01/30 00:00:00+00,5.21342452782605,0.178214950412211
406,3555,3555,0,19687,926,2,14,2021/01/30 00:00:00+00,0.364302026159995,0.00413192445661872
407,3556,3556,0,13085,888,1,4,2021/01/30 00:00:00+00,0.977218323933285,0.025700344179372
408,3557,3557,0,785,982,5,41,2021/01/30 00:00:00+00,0.855703151273499,0.0270673623157749
409,3558,3558,0,913,920,2,12,2021/01/30 00:00:00+00,1.19191742999556,0.0347860471350748
410,3559,3559,0,542,985,5,44,2021/01/30 00:00:00+00,1.71339681947425,0.0570933487291984
411,3561,3561,0,4436,941,2,19,2021/01/30 00:00:00+00,1.57952077184036,0.0647582095496717
412,3562,3562,0,279,1004,6,55,2021/01/30 00:00:00+00,0.835857338145903,0.0140969222640525
413,3563,3563,0,808,921,2,12,2021/01/30 00:00:00+00,0.467811901851017,0.012016169635131
414,3564,3564,0,15944,951,3,24,2021/01/30 00:00:00+00,2.71518586697344,0.0641242941605543
415,3565,3565,0,109,1013,7,63,2021/01/30 00:00:00+00,0.312320376711757,0.00574932674996359
416,3566,3566,0,551,929,2,16,2021/01/30 00:00:00+00,0.688702953984572,0.0131396560605891
417,3567,3567,0,655,928,2,15,2021/01/30 00:00:00+00,1.03241607551994,0.0159254515814858
418,3568,3568,0,2945,946,3,21,2021/01/30 00:00:00+00,1.70545445640788,0.0512955678281761
419,3570,3570,0,753,952,3,24,2021/01/30 00:00:00+00,1.49520259892343,0.0573597794161363
420,3571,3571,0,318,1001,6,54,2021/01/30 00:00:00+00,0.947013632318241,0.0350171612342287
421,3572,3572,0,151,1004,6,55,2021/01/30 00:00:00+00,0.983100636970771,0.0275119226307431
422,3573,3573,0,333,978,4,39,2021/01/30 00:00:00+00,1.63614828432771,0.0631459336218145
423,3575,3575,0,811,936,2,18,2021/01/30 00:00:00+00,1.54939240741864,0.0782896604079965
424,3576,3576,0,74,1023,7,68,2021/01/30 00:00:00+00,0.8214988317297,0.0146227784539507
425,3579,3579,0,5365,932,2,16,2021/01/30 00:00:00+00,3.66481861380007,0.193623518617944
426,3580,3580,0,991,895,1,5,2021/01/30 00:00:00+00,0.605492432040309,0.00587935313420941
427,3581,3581,0,168,1008,6,60,2021/01/30 00:00:00+00,0.765506683461576,0.0143825592946862
428,3583,3583,0,209,965,4,32,2021/01/30 00:00:00+00,0.230251903368493,0.00285530431563049
429,3584,3584,0,1138,959,3,29,2021/01/30 00:00:00+00,0.678181253846498,0.0100087080608581
430,3585,3585,0,11206,937,2,18,2021/01/30 00:00:00+00,3.27685478133234,0.106507815817842
431,3586,3586,0,829,997,6,51,2021/01/30 00:00:00+00,1.96677473209357,0.0209051179593313
432,3588,3588,0,356,923,2,13,2021/01/30 00:00:00+00,0.315018898481644,0.00325578360755641
433,3589,3589,0,352,1002,6,54,2021/01/30 00:00:00+00,0.321134697638518,0.00299067417749101
434,3590,3590,0,336,989,5,46,2021/01/30 00:00:00+00,0.376365367185295,0.00323128607777931
435,3591,3591,0,159,1024,7,69,2021/01/30 00:00:00+00,0.274455060443404,0.00187240892937533
436,3594,3594,0,530,905,1,7,2021/01/30 00:00:00+00,0.342444805341905,0.00287137850228122
437,3595,3595,0,663,844,1,2,2021/01/30 00:00:00+00,0.268471254251713,0.00362008641396679
438,3596,3596,0,94,928,2,15,2021/01/30 00:00:00+00,0.649086963440162,0.0139619152839418
439,3597,3597,0,415,975,4,38,2021/01/30 00:00:00+00,2.51687376112061,0.11331625227977
440,3599,3599,0,132,963,4,31,2021/01/30 00:00:00+00,0.869062193170705,0.0161198598876283
441,3607,3607,0,131,1022,7,67,2021/01/30 00:00:00+00,0.480071596703433,0.00815859731126885
442,3608,3608,0,2418,950,3,23,2021/01/30 00:00:00+00,1.62106652123448,0.0537693653633285
443,3610,3610,0,1712,956,3,28,2021/01/30 00:00:00+00,1.03667078882611,0.026633339648438
444,3612,3612,0,1709,895,1,5,2021/01/30 00:00:00+00,1.09437587691656,0.0472834879072585
445,3614,3614,0,882,1016,7,64,2021/01/30 00:00:00+00,0.631576464164793,0.00852836508138044
446,3616,3616,0,5357,956,3,27,2021/01/30 00:00:00+00,1.16838612378391,0.0282068028123707
447,3617,3617,0,158,986,5,44,2021/01/30 00:00:00+00,0.326318978480529,0.0033504158665717
448,3618,3618,0,679,923,2,13,2021/01/30 00:00:00+00,0.396202128857335,0.0056111485320143
449,3620,3620,0,8240,941,2,19,2021/01/30 00:00:00+00,1.41364280693815,0.0361213024517181
450,3621,3621,0,2368,928,2,15,2021/01/30 00:00:00+00,0.845873579320265,0.0187203904058252
451,3622,3622,0,457,981,4,40,2021/01/30 00:00:00+00,0.784808231828505,0.0163810017132786
452,3623,3623,0,899,921,2,12,2021/01/30 00:00:00+00,0.510096608312496,0.013114234911182
453,3624,3624,0,561,922,2,13,2021/01/30 00:00:00+00,0.50236547706756,0.00844369521242316
454,3629,3629,0,9127,895,1,6,2021/01/30 00:00:00+00,1.44071374676945,0.0303056835633398
455,3630,3630,0,31272,904,1,7,2021/01/30 00:00:00+00,0.901753910084731,0.0142653554657213
456,3631,3631,0,11612,1024,7,69,2021/01/30 00:00:00+00,2.05584903410002,0.0650134788108887
457,3633,3633,0,605,988,5,46,2021/01/30 00:00:00+00,0.390971938559867,0.00543368084406645
458,3634,3634,0,1799,1002,6,54,2021/01/30 00:00:00+00,1.26675032953668,0.0309997791637967
459,3635,3635,0,537,948,3,23,2021/01/30 00:00:00+00,0.845688984551088,0.0181704719010331
460,3636,3636,0,5241,920,2,12,2021/01/30 00:00:00+00,1.25973080658151,0.0393905679741183
461,3637,3637,0,594,988,5,46,2021/01/30 00:00:00+00,0.952728417968587,0.0231029634121101
462,3638,3638,0,2074,940,2,19,2021/01/30 00:00:00+00,1.90299951125113,0.044567168785358
463,3639,3639,0,526,899,1,6,2021/01/30 00:00:00+00,1.85910078064082,0.0500064644387866
464,3640,3640,0,996,982,5,41,2021/01/30 00:00:00+00,0.787274982281297,0.016379320397009
465,3641,3641,0,1238,929,2,15,2021/01/30 00:00:00+00,0.862355547025457,0.0252650723062866
466,3644,3644,0,9227,919,2,11,2021/01/30 00:00:00+00,1.45289529061725,0.0474142013449386
467,3646,3646,0,584,980,4,40,2021/01/30 00:00:00+00,1.13671378556286,0.0341966662880657
468,3647,3647,0,44,1059,9,81,2021/01/30 00:00:00+00,0.181548273921368,0.00165861266268625
469,3649,3649,0,434,935,2,17,2021/01/30 00:00:00+00,0.588541837152767,0.0162130804300903
470,3658,3658,0,6222,946,3,22,2021/01/30 00:00:00+00,1.91435401525213,0.0622953423694582
471,3659,3659,0,736,1008,6,59,2021/01/30 00:00:00+00,0.791180354841345,0.0180462899838553
472,3660,3660,0,7574,905,1,7,2021/01/30 00:00:00+00,2.61551612878073,0.0637469062572009
473,3662,3662,0,1078,1101,10,93,2021/01/30 00:00:00+00,1.05194728495542,0.0417456943553408
474,3663,3663,0,182,1027,7,70,2021/01/30 00:00:00+00,0.467612519740793,0.00694703120752331
475,3664,3664,0,1070,987,5,45,2021/01/30 00:00:00+00,0.98170657857186,0.0231529729490478
476,3665,3665,0,359,1006,6,58,2021/01/30 00:00:00+00,0.784867975042453,0.0187084521606946
477,3666,3666,0,4698,946,3,21,2021/01/30 00:00:00+00,2.82013070183461,0.138106875976844
478,3669,3669,0,1337,964,4,32,2021/01/30 00:00:00+00,2.4629848228752,0.0842077778077671
479,3670,3670,0,572,964,4,32,2021/01/30 00:00:00+00,0.91785415529396,0.0255160748437223
480,3672,3672,0,10330,915,1,10,2021/01/30 00:00:00+00,0.940209365277523,0.0317425441114827
481,3673,3673,0,1732,1004,6,56,2021/01/30 00:00:00+00,2.92941230516184,0.090445254488027
482,3675,3675,0,1805,997,6,51,2021/01/30 00:00:00+00,1.96550482578206,0.0480848134159348
483,3677,3677,0,18102,932,2,16,2021/01/30 00:00:00+00,0.482752834373488,0.00490032198286077
484,3678,3678,0,6356,1033,8,72,2021/01/30 00:00:00+00,5.16416912386969,0.247274702252308
485,3682,3682,0,613,986,5,45,2021/01/30 00:00:00+00,1.12091659093802,0.0341064434826916
486,3683,3683,0,1757,955,3,27,2021/01/30 00:00:00+00,0.952898243292065,0.0267852620330153
487,3685,3685,0,2722,954,3,26,2021/01/30 00:00:00+00,2.05063252842115,0.0350914861914566
488,3687,3687,0,1098,941,2,19,2021/01/30 00:00:00+00,0.360699083423746,0.00367226107503231
489,3688,3688,0,1236,1005,6,57,2021/01/30 00:00:00+00,1.12757748680648,0.0192181955179958
490,3690,3690,0,33518,940,2,19,2021/01/30 00:00:00+00,0.644855593021676,0.00812875974520384
491,3691,3691,0,9704,1040,8,75,2021/01/30 00:00:00+00,5.99612586233444,0.184289393678758
492,3694,3694,0,90,1037,8,74,2021/01/30 00:00:00+00,0.0578815727252841,0.000184988673054936
493,3695,3695,0,471,1023,7,69,2021/01/30 00:00:00+00,0.889978275119613,0.0182495693849257
494,3697,3697,0,574,1002,6,54,2021/01/30 00:00:00+00,0.745797935624272,0.0141799633258135
495,3698,3698,0,862,1043,8,76,2021/01/30 00:00:00+00,0.341707816716328,0.00492828730897409
496,3699,3699,0,1124,933,2,17,2021/01/30 00:00:00+00,1.08531502320737,0.0508066431376584
497,3700,3700,0,1318,958,3,29,2021/01/30 00:00:00+00,1.3439138437107,0.0280317598261367
498,3701,3701,0,1078,993,5,48,2021/01/30 00:00:00+00,4.09747179177989,0.304060891110323
499,3704,3704,0,20,987,5,45,2021/01/30 00:00:00+00,0.795093651890658,0.0168623966970241
500,3705,3705,0,261,987,5,45,2021/01/30 00:00:00+00,0.830327749987388,0.0238730841209195
501,3707,3707,0,1836,942,2,20,,3.11383873029313,0.233038342800165
502,3708,3708,0,60,987,5,45,2021/01/30 00:00:00+00,0.589443959834399,0.00755545701070585
503,3709,3709,0,290,995,5,50,2021/01/30 00:00:00+00,1.66440554587974,0.0542072012171867
504,3711,3711,0,492,974,4,37,2021/01/30 00:00:00+00,0.439096371599335,0.00624615928977437
505,3712,3712,0,353,948,3,22,2021/01/30 00:00:00+00,1.0925733022811,0.0333762094480079
506,3713,3713,0,1024,903,1,7,2021/01/30 00:00:00+00,2.52484121848697,0.068734003153823
507,3714,3714,0,3509,961,3,30,2021/01/30 00:00:00+00,1.8031464760167,0.0627324542037189
508,3715,3715,0,307,996,6,51,2021/01/30 00:00:00+00,0.91790188164442,0.0238162705969693
509,3717,3717,0,2650,968,4,34,2021/01/30 00:00:00+00,2.04904351603012,0.102234529768117
510,3718,3718,0,72,1027,7,70,2021/01/30 00:00:00+00,0.572771677377539,0.00896349581664646
511,3719,3719,0,367,1003,6,55,2021/01/30 00:00:00+00,0.822983389267776,0.0239485914550159
512,3720,3720,0,570,946,3,21,2021/01/30 00:00:00+00,0.927864893484769,0.0195041159644928
513,3722,3722,0,5018,983,5,42,2021/01/30 00:00:00+00,1.76171875028763,0.0426985490932282
514,3723,3723,0,3005,997,6,52,2021/01/30 00:00:00+00,6.26528404861288,0.314992036290957
515,3725,3725,0,629,994,5,50,2021/01/30 00:00:00+00,1.41428816194869,0.0310883434152339
516,3726,3726,0,401,994,5,49,2021/01/30 00:00:00+00,0.982596209049666,0.0246324040185927
517,3727,3727,0,309,986,5,44,2021/01/30 00:00:00+00,0.947604449832114,0.0247395379160465
518,3728,3728,0,636,890,1,4,2021/01/30 00:00:00+00,1.14145740472686,0.0376802029612095
519,3730,3730,0,8833,941,2,19,2021/01/30 00:00:00+00,1.71617878757028,0.0486051805861612
520,3732,3732,0,588,974,4,38,2021/01/30 00:00:00+00,1.17513379356281,0.0256424461850545
521,3733,3733,0,215,986,5,44,2021/01/30 00:00:00+00,0.434031946012786,0.00582122574163214
522,3735,3735,0,602,995,5,50,2021/01/30 00:00:00+00,0.907193740772758,0.0209503724934169
523,3737,3737,0,4303,933,2,16,2021/01/30 00:00:00+00,3.92047262774677,0.17557022366483
524,3738,3738,0,219,955,3,27,2021/01/30 00:00:00+00,0.281566751488935,0.00279395893471907
525,3739,3739,0,212,955,3,27,2021/01/30 00:00:00+00,0.468620186046737,0.00538915831197708
526,3740,3740,0,1072,995,5,50,2021/01/30 00:00:00+00,2.06830731707093,0.0686412489240001
527,3741,3741,0,3100,985,5,44,2021/01/30 00:00:00+00,1.99400880126702,0.0760678585931703
528,3744,3744,0,453,993,5,49,2021/01/30 00:00:00+00,0.495814458746008,0.0044416243131523
529,3746,3746,0,385,977,4,39,2021/01/30 00:00:00+00,0.569247173600806,0.00565613205507195
530,3747,3747,0,4625,1013,7,62,2021/01/30 00:00:00+00,1.32990364705948,0.0425463238723826
531,3749,3749,0,1888,1037,8,74,2021/01/30 00:00:00+00,0.928674928698411,0.0187541087404453
532,3750,3750,0,9060,1019,7,65,2021/01/30 00:00:00+00,0.359244743779736,0.00549275838955595
533,3751,3751,0,277,952,3,24,2021/01/30 00:00:00+00,0.365395868860739,0.00532292259388531
534,3752,3752,0,24060,1023,7,68,2021/01/30 00:00:00+00,0.315329931813904,0.00219151020688534
535,3753,3753,0,2330,1023,7,68,2021/01/30 00:00:00+00,0.553273319010132,0.0113747895018597
536,3754,3754,0,37757,1030,8,72,2021/01/30 00:00:00+00,0.428330952014452,0.00571783746338383
537,3755,3755,0,252,1019,7,65,2021/01/30 00:00:00+00,0.237233780712454,0.00289457122428629
538,3756,3756,0,11926,988,5,46,2021/01/30 00:00:00+00,0.992983260130959,0.0204408099064549
539,3757,3757,0,8959,1002,6,54,2021/01/30 00:00:00+00,1.11860276212465,0.0290843754843452
540,3758,3758,0,2181,1021,7,66,2021/01/30 00:00:00+00,0.391566140932896,0.00454701335355991
541,3759,3759,0,1062,1083,9,89,2021/01/30 00:00:00+00,0.307937685698487,0.00215282164871843
